Unit_Name,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,Tower,Total_Facilities,Currency,Annual_Price
Green Pramuka City Apartment 1BR Tower bougenville,1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower bougenville,22,IDR,54000000
Casa De Parco Apartment 2BR Fully Furnished,2,1,BSD City,Tangerang,106.652113,-6.3064,1,42,Tower Gardenia,20,IDR,90000000
Casablanca Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,122,Tower 2,24,IDR,374400000
Ancol Mansion Apartment 3BR Tower AO,3,3,Ancol,Jakarta Utara,106.845853,-6.122102,0,189,Tower AO,18,IDR,200000000
Kuningan City (Denpasar Residence) 2BR View City,2,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,60,Tower Ubud,24,IDR,156000000
Kalibata City Apartment 2BR View Lapangan Futsal,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,34,Tower Jasmine,20,IDR,48000000
Kalibata City Apartment 2BR Tower Damar,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,Tower Damar,19,IDR,40000000
Thamrin Excecutive 3BR Private Lift Full Furnished,3,2,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,108,Tower A32,16,IDR,312000000
Taman Anggrek Residence Studio View City,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,26,Tower Daffodil,10,IDR,45000000
East Park Apartment 2BR View Kolam Renang,2,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,33,Tower BC,20,IDR,30000000
Kemang Village Apartment Studio View City,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43,Tower Intercone,22,IDR,144000000
Casa Grande Apartment 2BR View City (Selatan),2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,100,Tower Mirage,24,IDR,324000000
Pasar Baru Mansion Apartment 2BR Non Furnished,2,1,Pasar Baru,Jakarta Pusat,106.832645,-6.16298,0,50,Tower -,17,IDR,40200000
Bassura City Apartment 2BR Non Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,0,34,Tower C,14,IDR,33000000
Belmont Residence 2BR Non Furnished,2,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,0,43.2,Tower Mont Blanc,13,IDR,40000000
B Residence BSD Studio View AEON Mall,0,1,BSD City,Tangerang,106.6381,6.3043,1,22,Tower Tulip,18,IDR,45000000
Condominium Green Bay Pluit SeaView 1BR Tower M,1,1,Pluit,Jakarta Utara,106.779326,-6.107877,1,42,Tower M,23,IDR,70000000
Thamrin Residence Apartment 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65,Tower A,23,IDR,120000000
Tifolia Apartment Studio Tower Tifolia,0,1,Pulomas,Jakarta Timur,106.892794,-6.17518,1,19,Tower Tifolia,18,IDR,32400000
Mediterania Garden Residence 2 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower K,23,IDR,53000000
Batavia Apartment 1BR View City,1,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,55,Tower 1,22,IDR,96000000
Wisma Gading Permai 2BR View CITY VIEW,2,1,Kelapa Gading,Jakarta Utara,106.900954,-6.168483,1,37,Tower C,20,IDR,31000000
Puri Park View Apartment 2BR Fully Furnished,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower E,20,IDR,48750000
Green Pramuka City Apartment 2BR View City,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,35,Tower Bougenville,23,IDR,48000000
Woodland Park Residence Kalibata Studio View Pool&City,0,1,Kalibata,Jakarta Selatan,106.855352,-6.255809,1,28,Tower Trembesi,22,IDR,68250000
1 Park Avenue 2BR Fully Furnished,2,2,Gandaria,Jakarta Selatan,106.787499,-6.24604,1,123,Tower Hamilton,23,IDR,525000000
Metro Park Residence Studio Tower Manhattan,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,27,Tower Manhattan,19,IDR,42150000
Sudirman Suites Jakarta 3BR View Bendungan Hilir,3,1,Bendungan Hilir,Jakarta Pusat,106.8163,-6.2156,1,64,Tower -,10,IDR,261000000
Lavenue Apartment 1BR Tower North,1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,63,Tower North,22,IDR,120000000
Grand Kamala Lagoon Apartment Studio View Tol,0,1,Pekayon,Bekasi,106.9791,-6.2507,1,35,Tower Emerald North,15,IDR,35000000
Aston Rasuna Apartment 3BR Fully Furnished,3,2,Kuningan,Jakarta Selatan,106.836684,-6.219637,1,91,Tower B,24,IDR,150000000
Casa Grande Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,76,Tower Chianti,23,IDR,204000000
Green Pramuka City Apartment Studio Fully Furnished,0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,21,Tower Orchid,20,IDR,41850000
Ambassade Residence 1BR  Furnished,1,1,Kuningan,Jakarta Selatan,106.831123,-6.222417,1,49,Tower 1,21,IDR,96000000
Essence Darmawangsa Apartment 2+1BR Tower Eminence 1,2,3,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,100,Tower Eminence 1,22,IDR,198000000
Casa Grande Apartment 2BR Tower Bella,2,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,76,Tower Bella,24,IDR,210000000
Casablanca Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,78,Tower 2,24,IDR,162000000
Metro Park Residence Studio View City (Selatan),0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,28,Tower Milan,21,IDR,38000000
Menteng Park 1BR Fully Furnished,1,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,40,Tower Saphire,22,IDR,101000000
Mutiara Bekasi Apartment 2BR View LRT REVO MALL,2,1,Pekayon,Bekasi,106.9906,-6.2519,1,32,Tower B,16,IDR,24000000
Victoria Square Apartment -1BR Semi Furnished,0,0,Karawaci,Tangerang,106.6081,-6.186912,0,20,Tower Valencia,14,IDR,25000000
Kuningan City (Denpasar Residence) 2BR Fully Furnished,2,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,63,Tower Ubud,23,IDR,204000000
Kemang Village 2BR Tower Infinity (Private Lift & Pet Friendly),2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,120,Tower Infinity,13,IDR,300000000
Menteng Park Studio Semi Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,0,32,Tower Diamond,20,IDR,75000000
Lavande Residence 1BR Fully Furnished,1,1,Tebet,Jakarta Selatan,106.843171,-6.236462,1,33,Tower -,20,IDR,71750000
Batavia Apartment 3BR Tower 2,3,3,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,185,Tower 2,23,IDR,300000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Chrysant,21,IDR,45000000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower A,19,IDR,52000000
Lavenue Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,70,Tower South,22,IDR,144000000
Akasa Pure Living Apartment Studio Fully Furnished,0,1,Serpong,Tangerang,106.682451,-6.293003,1,22,Tower kirana,16,IDR,36000000
Belmont Residence Studio Fully Furnished,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,22,Tower Montblanc,15,IDR,36000000
Essence Darmawangsa 3BR,3,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,100,Tower Eminance 2,16,IDR,204000000
ST Moritz Apartment 2BR Fully Furnished,2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,145,Tower Ambassador,24,IDR,200000000
Bassura City Apartment 2BR Tower C,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower C,21,IDR,60000000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,62,Tower Bellavista,22,IDR,93000000
GP Plaza Apartment 2BR Fully Furnished,2,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,50,Tower 1,24,IDR,102000000
Taman Anggrek Residence 3BR Fully Furnished,3,2,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65,Tower Dafodil,15,IDR,145000000
Belleza Apartment 2BR Fully Furnished,2,2,Permata Hijau,Jakarta Selatan,106.783318,-6.220183,1,120,Tower Louvre,24,IDR,259800000
Easton Park Serpong Apartment 1BR  Furnished,1,1,Serpong,Tangerang,106.6919,-6.2924,0,31,Tower 1,9,IDR,30000000
Green Lake Sunter Apartment 2BR Fully Furnished,2,1,Sunter,Jakarta Utara,106.875949,-6.14477,1,42,Tower North,19,IDR,45000000
MOI City Home 2BR View Pool,2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45,Tower Santa Monica,22,IDR,65000000
1 Park Residences 2BR Fully Furnished,2,2,Gandaria,Jakarta Selatan,106.788904,-6.24568,1,91,Tower A,24,USD,19800
Casa Grande Apartment 2BR Fully Furnished,2,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,80,Tower Mirage,24,IDR,216000000
Kebagusan City Apartment Studio Tower C,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,22,Tower C,21,IDR,30400000
Amartapura Apartment 3+1BR Non Furnished,3,3,Karawaci,Tangerang,106.6101,-6.2331,0,108,Tower A,1,IDR,50000000
Springhill Terrace Residence 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,58,Tower OAKWOOD,14,IDR,75000000
Sunter Park View Apartment Studio View Pool&City,0,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,22,Tower BA,20,IDR,37950000
Taman Anggrek Residence 3BR Tower Espiritu,3,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65,Tower Espiritu,14,IDR,130500000
GP Plaza Apartment 1BR Tower 1,1,1,Slipi,Jakarta Pusat,106.799198,-6.202724,0,42,Tower 1,18,IDR,53000000
Springwood Residence 1BR Fully Furnished,1,1,Cikokol,Tangerang,106.6379,-6.2246,1,29,Tower B,16,IDR,27200000
Green Park View Apartment Studio View Kolam,0,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,15,Tower Tower E,19,IDR,21600000
Fraser Residence 2BR Tower,2,2,Sudirman,Jakarta Selatan,106.823609,-6.210362,1,121,Tower -,23,IDR,576000000
Serpong Green View Apartment 2BR View Timur,2,1,Serpong,Tangerang,106.6866,-6.294,1,39,Tower Tower C,16,IDR,45000000
Sudirman Park Apartment 2BR Tower A,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48,Tower A,24,IDR,96000000
Kota Ayodhya Apartment Studio Non Furnished,0,1,Cikokol,Tangerang,106.629106,-6.199893,0,26,Tower Sienna,19,IDR,18000000
The Mansion Kemayoran Bougenville 1BR Tower fontana,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,40,Tower Fontana,19,IDR,32650000
Springhill Terrace Residence 2BR Tower,2,1,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,60,Tower OAKWOOD,13,IDR,75000000
Madison Park 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,35,Tower 1,20,IDR,65000000
Belmont Residence Studio Fully Furnished,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,22,Tower MontBlanc,15,IDR,33000000
Puri Orchard Apartment Studio Tower Cedar Height,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower Cedar Height,16,IDR,24000000
Pondok Club Villa 2BR Fully Furnished,2,2,Lebak Bulus,Jakarta Selatan,106.786268,-6.294585,1,75,Tower 1,24,IDR,184000000
Puri Park View Apartment 1BR Fully Furnished,1,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower AC,19,IDR,44400000
Thamrin Executive Residence 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,59,Tower 1,23,IDR,156000000
Casa Grande Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,60,Tower Angelo,23,IDR,218000000
Kemang Village Apartment 2BR View city,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,106,Tower Cosmopolitan,22,IDR,204000000
Metro Park Residence 2BR Non Furnished,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,53,Tower Manhattan,16,IDR,42000000
Mediterania Marina Ancol Apartment 2BR Tower C,2,1,Ancol,Jakarta Utara,106.82921,-6.128082,1,52,Tower C,22,IDR,53600000
Grand Kamala Lagoon Apartment 2BR  Furnished,2,1,Pekayon,Bekasi,106.9791,-6.2507,1,65,Tower Emerald North,15,IDR,96000000
Senayan Residence 2BR View City,2,2,Senayan,Jakarta Selatan,106.794123,-6.222613,1,98,Tower -,21,IDR,387350000
Essence Darmawangsa Apartment 2BR Tower East,2,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,136,Tower East,22,IDR,288000000
Kota Ayodhya Apartment 2BR Tower Coral,2,1,Cikokol,Tangerang,106.629106,-6.199893,1,38,Tower Coral,20,IDR,35000000
Maqna Residence 2BR View Timur,2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,76,Tower -,14,IDR,70000000
Akasa Pure Living Apartment 1BR Tower Kirana,1,1,Serpong,Tangerang,106.682451,-6.293003,0,29,Tower Kirana,12,IDR,30000000
Pavilion Apartment 2BR Fully Furnished,2,2,Sudirman,Jakarta Pusat,106.818167,-6.20742,1,143,Tower 4,22,IDR,270000000
Signature Park Apartment 1BR Fully Furnished,1,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,40,Tower A,24,IDR,82000000
ST Moritz Apartment 3BR Tower Presidensial Suite,3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,158,Tower Presidensial Suite,21,IDR,380000000
The Nest Apartment Studio Tower E,0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27.3,Tower E,18,IDR,35000000
Kuningan City (Denpasar Residence) 2BR Tower U,2,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,54,Tower Ubud,21,IDR,234000000
Casa Grande Apartment 2BR Fully Furnished,2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,84,Tower Montreal,23,IDR,240000000
Puri Orchard Apartment 1BR Non Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35,Tower OG A,13,IDR,30000000
The Mansion Kemayoran Bougenville,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,33,Tower -,19,IDR,39000000
Bassura City Apartment 2BR View City,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,35,Tower H,19,IDR,50000000
Green Pramuka City Apartment Studio Fully Furnished,0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,21,Tower Scarlet,21,IDR,40000000
Nifarro Park Apartment Studio View City,0,1,Pasar Minggu,Jakarta Selatan,106.844157,-6.263361,1,28,Tower Eboni,21,IDR,40000000
Season City Apartment 2BR Semi Furnished,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,0,49,Tower C,18,IDR,35000000
Taman Sari Semanggi Apartment 2BR Fully Furnished,2,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,70,Tower B,24,IDR,144000000
ST Moritz Apartment 2BR Tower The Royale Suite,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,82,Tower The Royale Suite,24,IDR,168000000
Taman Anggrek Residence 2 BR Full Furnish,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,50,Tower E,8,IDR,85000000
Taman Sari Semanggi Apartment Studio Fully Furnished,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,34,Tower B,24,IDR,72000000
Paradise Mansion Apartment Studio Tower 2,0,1,Kalideres,Jakarta Barat,106.702853,-6.131089,0,25,Tower 2,16,IDR,25000000
Capitol Suites Apartment Studio View Kota,0,1,Menteng,Jakarta Pusat,106.838974,-6.180433,1,29,Tower Capitol,23,IDR,84000000
Kemang Village 3BR,3,3,Kemang,Jakarta Selatan,106.811453,-6.259374,1,205,Tower Tiffany,16,IDR,450000000
Bintaro Park View 2BR View Kota,2,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,38,Tower B,20,IDR,59550000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower Orange Groove,20,IDR,45000000
Kedoya Elok Apartment 2BR Fully Furnished,2,2,Kedoya,Jakarta Barat,106.767839,-6.188799,1,120,Tower North,22,IDR,145000000
Gading Icon Apartment 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,36,Tower -,22,IDR,29700000
Royal Mediterania Garden Residence 3BR View Swimming pool,3,2,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,0,110,Tower MariGold,13,IDR,115000000
Signature Park Apartment 2BR Fully Furnished,2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,38,Tower TA,23,IDR,95700000
Green Pramuka City Apartment 2BR View City,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Scarlett,21,IDR,50000000
Menteng Square Apartment 1BR Fully Furnished,1,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,30,Tower A,20,IDR,44000000
Dago Suites Apartment 1BR Fully Furnished,1,1,Dago Pakar,Bandung,107.609923,-6.883605,1,41,Tower -,20,IDR,55000000
Lexington Residences 2BR Tower 1,2,2,Bintaro,Jakarta Selatan,106.767022,-6.273588,1,80,Tower 1,21,IDR,205000000
Lavenue Apartment 2BR View City (Selatan),2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,99,Tower South,22,IDR,156000000
Puri Orchard Apartment 1BR Non Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35,Tower OG A,13,IDR,30000000
Royal Mediterania Garden Residence 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,33,Tower Lavender,20,IDR,72000000
Puri Orchard Apartment Studio Non Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower orange groove,17,IDR,22000000
Lavenue Apartment 2BR View City,2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,104,Tower North,22,IDR,168000000
Menteng Park Studio View City,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,33,Tower DIamond,22,IDR,85900000
Maqna Residence 2BR View city,2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,80,Tower 1,19,IDR,90000000
Green Lake View Apartment 2BR Tower Southern,2,1,Ciputat,Tangerang,106.745504,-6.317627,1,42,Tower Southern,19,IDR,45000000
The Boulevard Apartment 1BR Fully Furnished,1,1,Tanah Abang,Jakarta Pusat,106.816326,-6.183112,1,45,Tower 1,20,IDR,90000000
Central Park Apartment 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,49,Tower Adaline,23,IDR,90000000
Taman Anggrek Residence 3BR Non Furnished,3,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,135,Tower Azalea,11,IDR,208000000
Springhill Terrace Residence 3BR Fully Furnished,3,2,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,73,Tower SandalWood,14,IDR,85000000
Ambassador 1 Apartment 2+1BR Fully Furnished,2,2,Kuningan,Jakarta Selatan,106.828211,-6.223742,1,100,Tower 1,18,IDR,143500000
Mediterania Garden Residence 2 3BR Fully Furnished,3,0,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,70,Tower Kenanga,19,IDR,60000000
Taman Anggrek Residence 3BR Fully Furnished,3,2,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65,Tower Espiritu,14,IDR,142000000
Puri Orchard Apartment 2BR Fully Furnished,2,2,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,63,Tower 1,21,IDR,55000000
Green Bay Pluit Apartment Studio  Furnished,0,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,21,Tower b,22,IDR,27000000
Marbella Kemang Residence Apartment 2BR Tower,2,2,Kemang,Jakarta Selatan,106.814385,-6.247255,1,58,Tower -,23,IDR,125000000
The Mansion Kemang Studio Tower North,0,1,Kemang,Jakarta Selatan,106.810318,-6.255134,1,60,Tower North,22,IDR,144000000
Taman Sari Sudirman Studio Fully Furnished,0,1,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,29,Tower A,21,IDR,60000000
Sentra Timur Residence 2BR Tower Hijau,2,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,34,Tower Hijau,21,IDR,35000000
Royal Mediterania Garden Residence 2BR Tower Lavender,2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,0,42,Tower Lavender,19,IDR,77000000
Kemang Village 3BR,3,3,Kemang,Jakarta Selatan,106.811453,-6.259374,1,175,Tower Cosmopolitan,16,IDR,360000000
Essence Darmawangsa Apartment 2BR Tower Eminence 1,2,1,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,71,Tower Eminence 1,22,IDR,156000000
Taman Sari Semanggi Apartment Studio Fully Furnished,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,34,Tower A,23,IDR,78000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,36,Tower OG,19,IDR,47000000
Madison Park 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,29,Tower 01,21,IDR,65000000
Taman Anggrek Condominium Apartment 2BR Tower 1,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 1,24,IDR,100000000
Menteng Park 3BR Fully Furnished,3,2,Menteng,Jakarta Pusat,106.838463,-6.191791,1,112,Tower Emerald,22,IDR,326500000
Metro Park Residence Studio Fully Furnished,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,27,Tower Manhattan,20,IDR,40000000
Grand Kartini Apartment Studio View city,0,1,Mangga Besar,Jakarta Pusat,106.834047,-6.149718,1,25,Tower -,19,IDR,43500000
Permata Senayan Apartment 4BR View City (Barat),4,3,Senayan,Jakarta Pusat,106.791301,-6.221632,1,105,Tower 1,22,IDR,150100000
Taman Anggrek Residence Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26,Tower Espiritu,12,IDR,38050000
Lavenue Apartment 1BR Fully Furnished,1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,58,Tower South,22,IDR,138000000
Gading Icon Apartment Studio View City,0,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,21,Tower a,19,IDR,22000000
Puri Orchard Apartment Studio Non Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower Chedar Heights,16,IDR,26500000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,0,Tower Selatan,19,IDR,80000000
Lavenue Apartment 1BR Fully Furnished,1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,65,Tower North,22,IDR,120000000
SETIABUDI SKY GARDEN 3BR,3,2,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,135,Tower Sky,15,IDR,372000000
Bassura City Apartment 2BR Tower E,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,37,Tower E,20,IDR,51000000
Centro City Apartment Studio Fully Furnished,0,1,Daan Mogot,Jakarta Barat,106.772757,-6.163789,1,26,Tower A,18,IDR,36000000
Gading Nias Apartment 2BR Non Furnished,2,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,0,35,Tower D,21,IDR,17000000
Maqna Residence 2BR Fully Furnished,2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,72,Tower 1,9,IDR,90000000
Pancoran Riverside Apartment 2BR Tower Tower 3,2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,37,Tower Tower 3,22,IDR,55000000
Taman Rasuna Apartment 2BR View City,2,3,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,81,Tower 1,23,IDR,108000000
Taman Sari Sudirman 1BR Tower B,0,0,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,20.8,Tower B,21,IDR,51000000
Puri Mansion  Studio View City,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,26,Tower Orange,10,IDR,30000000
Cinere Bellevue Suites Apartment Studio Tower a,0,1,Cinere,Depok,106.78239,-6.317404,1,23,Tower a,15,IDR,48000000
